"","id","host_id","host_name","latitude","longitude","n_price","n_ln_price","n_bathrooms","n_distance_from_center_km","n_host_since_days","n_minimum_nights","n_maximum_nights","n_bedrooms","n_beds","n_accommodates","n_host_listings_count","n_host_listings_count_entire_homes","n_reviews","n_review_scores_rating","p_host_response_rate","p_host_acceptance_rate","f_bathrooms","f_property_type","f_neighbourhood_group_cleansed","d_host_is_superhost","d_host_has_profile_pic","d_host_identity_verified","d_instant_bookable","d_has_availability","d_wifi","d_long_term_stays_allowed","d_essentials","d_kitchen","d_washer","d_air_conditioning","d_tv","d_shampoo","d_elevator","d_cooking_basics","d_refrigerator","d_dedicated_workspace","d_microwave","d_breakfast","d_children_friendly","d_closet","d_garden","d_balcony","d_gym","d_free_parking","d_smoking_allowed","d_private_entrance","d_pool","d_lockbox","d_indoor_fireplace","d_pets_allowed","d_luggage_dropoff_allowed","d_smart_lock","flg_n_bathrooms","flg_n_bedrooms","flg_n_beds","n_ln_beds","flg_n_ln_beds","flg_n_review_scores_rating","flg_p_host_response_rate","flg_p_host_acceptance_rate","flg_n_host_since_days","f_reviews","f_host_listings_count","f_host_listings_count_entire_homes","f_minimum_nights","f_host_since_years"
"227",840123,4269183,"Alba",41.37741,2.11936,59,4.07753744390572,1,5,3296,2,1125,1,1,2,5,5,357,4.83,1,1,1,"Entire home / Apartment","Les Corts",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"3","2","2","2","4"
"228",842126,4258344,"Sandra",41.40559,2.16213,79,4.36944785246702,1,3,3297,7,1125,2,3,4,4,4,111,4.76,1,0.79,1,"Entire home / Apartment","Gràcia",1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.09861228866811,0,0,0,0,0,"3","2","2","2","4"
"229",846423,4419532,"Rafael",41.40532,2.16173,196,5.27811465923052,2,3,3278,5,350,3,6,6,1,1,186,4.78,1,0.83,2,"Entire home / Apartment","Gràcia",1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.79175946922805,0,0,0,0,0,"3","1","1","2","4"
"230",847195,1432835,"Angel",41.38508,2.15527,86,4.45434729625351,2,2,3668,3,1125,2,4,4,36,36,130,4.24,0.97,0.94,2,"Entire home / Apartment","Eixample",0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.38629436111989,0,0,0,0,0,"3","3","3","2","4"
"231",847804,4426056,"Dave",41.37832,2.17038,66,4.18965474202643,1,1,3277,90,1125,3,5,5,1,1,43,4.36,1,0.96,1,"Entire home / Apartment","Ciutat Vella",0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.6094379124341,0,0,0,1,0,"1","1","1","4","4"
"232",849035,1432736,"Inaki",41.39178,2.17826,135,4.90527477843843,1,1,3668,3,60,2,2,5,1,1,0,4.66,0.99,0.96,1,"Entire home / Apartment","Eixample",0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,1,1,1,0,"0","1","1","2","4"
"233",852134,3039107,"Manuel",41.37848,2.15456,81,4.39444915467244,1,2,3423,3,1121,2,2,4,30,30,132,4.39,0.93,0.42,1,"Entire home / Apartment","Eixample",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,"3","3","3","2","4"
"234",859105,1791366,"José Manuel Y María",41.38171,2.18687,79,4.36944785246702,1,2,3576,31,300,1,3,4,1,1,88,4.91,1,1,1,"Entire home / Apartment","Ciutat Vella",0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.09861228866811,0,0,0,0,0,"2","1","1","4","4"
"235",859813,2114524,"Ale",41.399837,2.175404,250,5.52146091786225,2,2,3527,4,1125,2,2,4,1,1,141,4.8,1,1,2,"Entire home / Apartment","Eixample",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.693147180559945,0,0,0,0,0,"3","1","1","2","4"
"236",865191,582060,"Fernando",41.39801,2.17056,80,4.38202663467388,2,2,3862,3,90,3,3,6,21,21,46,4.2,0.83,0.98,2,"Entire home / Apartment","Eixample",0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,"1","3","3","2","4"
"237",865367,582060,"Fernando",41.39801,2.17056,72,4.27666611901606,1,2,3862,3,180,2,3,4,21,21,94,4.49,0.83,0.98,1,"Entire home / Apartment","Eixample",0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.09861228866811,0,0,0,0,0,"2","3","3","2","4"
"238",866298,826476,"Gerard",41.38088,2.13948,69,4.23410650459726,1,3,3797,3,1125,1,1,4,1,1,334,4.82,1,1,1,"Entire loft","Sants-Montjuïc",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"3","1","1","2","4"
"239",866315,4427588,"David",41.39765,2.16261,107,4.67282883446191,1,2,3277,3,1125,2,2,4,1,1,573,4.86,1,0.94,1,"Entire guesthouse / chalet","Eixample",1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,"3","1","1","2","4"
"240",871899,4258344,"Sandra",41.40562,2.16212,90,4.49980967033027,1,3,3297,4,1125,1,1,3,4,4,93,4.76,1,0.79,1,"Entire home / Apartment","Gràcia",1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2","2","2","2","4"
"241",875171,2366949,"Jordi",41.38753,2.14204,71,4.26267987704132,1,3,3494,2,180,3,3,6,7,7,150,4.53,1,0.82,1,"Entire home / Apartment","Les Corts",0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,"3","2","2","2","4"
"242",877884,4638971,"Santiago",41.38694,2.14976,145,4.97673374242057,1,2,3254,2,1125,3,4,5,1,1,85,4.8,1,0.94,1,"Entire home / Apartment","Eixample",0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,"2","1","1","2","4"
"243",879969,4653599,"Gemma",41.3898,2.17366,126,4.83628190695148,1,1,3253,3,330,1,2,4,7,7,24,4.83,1,0.69,1,"Entire home / Apartment","Eixample",0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,"1","2","2","2","4"
"244",883382,4261436,"Jessica & Tonny",41.41831,2.1562,90,4.49980967033027,1,4,3297,2,100,2,6,6,2,2,110,4.54,1,1,1,"Entire home / Apartment","Horta-Guinardó",0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1.79175946922805,0,0,0,0,0,"3","2","2","2","4"
"245",884420,4597849,"Ofelia",41.37842,2.12354,70,4.24849524204936,1,4,3258,3,45,3,4,5,1,1,39,4.69,1,0.63,1,"Entire home / Apartment","Les Corts",0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.38629436111989,0,0,0,0,0,"1","1","1","2","4"
"246",886088,4653599,"Gemma",41.39798,2.16628,142,4.95582705760126,1,2,3253,3,330,2,3,4,7,7,21,4.45,1,0.69,1,"Entire home / Apartment","Eixample",0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,"1","2","2","2","4"
"247",888988,4715645,"Luis",41.39451,2.14578,269,5.59471137960184,2,3,3248,5,180,3,4,6,1,1,51,4.9,1,1,2,"Entire home / Apartment","Sarrià-Sant Gervasi",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.38629436111989,0,0,0,0,0,"2","1","1","2","4"
"248",889575,4720380,"CasadelMandarino",41.42353,2.17773,50,3.91202300542815,3,5,3247,5,28,3,3,6,1,1,295,4.81,0.99,0.96,3,"Entire home / Apartment","Horta-Guinardó",1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.09861228866811,0,0,1,1,0,"3","1","1","2","4"
"249",892906,3744544,"Marta+Paul",41.39409,2.17159,450,6.10924758276437,1,1,3352,3,30,2,2,5,30,30,53,4.49,1,0.8,1,"Entire home / Apartment","Eixample",0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,"2","3","3","2","4"
"250",892922,4653599,"Gemma",41.38887,2.16899,152,5.02388052084628,1,1,3253,3,330,1,3,4,7,7,47,4.8,1,0.69,1,"Entire home / Apartment","Eixample",0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,"1","2","2","2","4"
"251",892927,4653599,"Gemma",41.38617,2.16704,170,5.13579843705026,1,1,3253,3,330,2,3,5,7,7,18,4.44,1,0.69,1,"Entire home / Apartment","Eixample",0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,"1","2","2","2","4"
"252",892949,4653599,"Gemma",41.39199,2.17862,232,5.44673737166631,2,1,3253,3,30,3,5,6,7,7,62,4.52,1,0.69,2,"Entire home / Apartment","Eixample",0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.6094379124341,0,0,0,0,0,"2","2","2","2","4"
"253",893052,3744544,"Marta+Paul",41.39872,2.15848,80,4.38202663467388,1,2,3352,3,30,1,1,2,30,30,160,4.56,1,0.8,1,"Entire home / Apartment","Gràcia",0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3","3","3","2","4"
"254",893399,3454952,"Eduard",41.40917,2.20251,126,4.83628190695148,1.5,4,3382,2,150,2,3,6,3,3,104,4.82,1,0.98,1,"Entire home / Apartment","Sant Martí",0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1.09861228866811,0,0,0,0,0,"3","2","2","2","4"
"255",895091,9667715,"Romina",41.38882,2.15557,148,4.99721227376411,2,2,2963,3,180,3,4,6,8,8,206,4.58,1,0.98,2,"Entire home / Apartment","Eixample",0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,"3","2","2","2","4"
"256",896367,4101093,"Eli&Agus",41.39892,2.17683,92,4.52178857704904,2,2,3315,4,120,2,5,5,8,8,293,4.81,0.99,0.96,2,"Entire home / Apartment","Eixample",0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0,1,1,0,"3","2","2","2","4"
"257",901211,4814875,"Carles",41.39008,2.15922,130,4.86753445045558,1,1,3240,4,365,2,2,5,1,1,186,4.66,1,0.98,1,"Entire home / Apartment","Eixample",0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,"3","1","1","2","4"
"258",904862,3607773,"Rosa",41.38044,2.17302,121,4.79579054559674,2,1,3367,3,365,3,3,5,3,3,186,4.57,1,0.96,2,"Entire home / Apartment","Ciutat Vella",0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,"3","2","2","2","4"
"259",906559,1820272,"Rosa",41.39233,2.18002,73,4.29045944114839,1,2,3571,2,1125,1,1,2,4,4,471,4.77,1,0.99,1,"Entire home / Apartment","Eixample",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3","2","2","2","4"
"260",907219,2041901,"Dani",41.40856,2.1593,82,4.40671924726425,1,3,3538,3,1125,2,2,4,12,12,91,4.41,1,1,1,"Entire home / Apartment","Gràcia",0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,"2","3","3","2","4"
"261",916232,4918438,"Ines & Jepis",41.38989,2.16195,124,4.82028156560504,2,1,3232,3,330,2,3,4,1,1,240,4.79,1,0.76,2,"Entire home / Apartment","Eixample",0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,"3","1","1","2","4"
"262",918481,2701451,"Derek",41.38929,2.17052,99,4.59511985013459,1,1,3456,1,10,0,1,3,1,1,27,4.85,1,1,1,"Entire home / Apartment","Eixample",0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"1","1","1","1","4"
"263",919483,4906099,"Jordi",41.37308,2.16756,91,4.51085950651685,1,2,3233,2,120,1,2,4,10,10,205,4.34,0.9,0.77,1,"Entire serviced apartment","Sants-Montjuïc",0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,"3","2","2","2","4"
"264",922906,4906099,"Jordi",41.37308,2.16756,116,4.75359019110636,2,2,3233,2,125,2,4,6,10,10,169,4.34,0.9,0.77,2,"Entire serviced apartment","Sants-Montjuïc",0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,"3","2","2","2","4"
"265",922907,4906099,"Jordi",41.37308,2.16756,83,4.4188406077966,1,2,3233,2,120,1,2,4,10,10,168,4.51,0.9,0.77,1,"Entire serviced apartment","Sants-Montjuïc",0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,"3","2","2","2","4"
"266",925557,4979056,"Deisi",41.40246,2.16584,76,4.33073334028633,2,2,3227,4,1125,2,3,4,1,1,208,4.84,0.99,0.96,2,"Entire home / Apartment","Gràcia",0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,1,1,0,"3","1","1","2","4"
"267",927148,2544960,"Claudio",41.38406,2.17862,70,4.24849524204936,2.5,1,3473,60,185,2,2,4,1,1,6,5,1,0.63,2,"Entire home / Apartment","Ciutat Vella",1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,"1","1","1","4","4"
"268",928725,2769731,"Steve",41.38513,2.18017,97,4.57471097850338,1,1,3449,31,186,1,1,2,1,1,81,4.62,1,0.7,1,"Entire home / Apartment","Ciutat Vella",0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2","1","1","4","4"
"269",929663,4906099,"Jordi",41.37308,2.16756,134,4.89783979995091,2,2,3233,2,120,3,6,6,10,10,126,4.21,0.9,0.77,2,"Entire serviced apartment","Sants-Montjuïc",0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79175946922805,0,0,0,0,0,"3","2","2","2","4"
"270",931756,5020114,"Marc",41.37913,2.16131,82,4.40671924726425,1,2,3223,5,1125,1,1,2,4,4,122,4.56,1,0.99,1,"Entire home / Apartment","Eixample",0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3","2","2","2","4"
"271",936781,5057234,"Pablo",41.41036,2.15513,85,4.44265125649032,1,3,3220,3,100,2,3,4,3,3,217,4.81,1,0.95,1,"Entire home / Apartment","Gràcia",0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,"3","2","2","2","4"
"272",936850,4260952,"Marc",41.410198,2.17479,120,4.78749174278205,1,3,3297,2,90,3,4,5,9,9,15,3.93,1,0.99,1,"Entire home / Apartment","Eixample",0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.38629436111989,0,0,0,0,0,"1","2","2","2","4"
"273",936900,5057797,"Gerard",41.3706,2.14315,80,4.38202663467388,1,3,3220,5,15,1,1,2,1,1,111,4.84,1,0.63,1,"Entire home / Apartment","Sants-Montjuïc",1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"3","1","1","2","4"
"274",937657,4212095,"Elio / Wilken",41.38668,2.13099,92,4.52178857704904,1,4,3303,3,1125,3,4,5,19,19,122,4.61,0.99,0.96,1,"Entire home / Apartment","Les Corts",0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,1,1,0,"3","3","3","2","4"
"275",938006,4212095,"Elio / Wilken",41.38441,2.13102,92,4.52178857704904,1,4,3303,3,1125,3,3,4,19,19,95,4.5,0.99,0.96,1,"Entire home / Apartment","Les Corts",0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,1,1,0,"2","3","3","2","4"
"276",940338,674212,"Juanmi",41.38984,2.17077,300,5.7037824746562,2,1,3836,2,360,2,6,6,8,8,167,4.98,1,0.8,2,"Entire home / Apartment","Eixample",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.79175946922805,0,0,0,0,0,"3","2","2","2","4"
"277",940374,5082480,"Francesco",41.41087,2.19021,85,4.44265125649032,1,4,3218,3,1125,1,3,3,1,1,368,4.86,1,1,1,"Entire condominium (condo)","Sant Martí",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,"3","1","1","2","4"
"278",942410,5096271,"Roger",41.40717,2.19556,100,4.60517018598809,2,4,3217,6,90,2,3,4,1,1,149,4.95,1,0.96,2,"Entire home / Apartment","Sant Martí",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.09861228866811,0,0,0,0,0,"3","1","1","2","4"
"279",945007,134673,"Nuestramérica",41.40463,2.17154,75,4.31748811353631,1,2,4210,2,180,2,3,5,1,1,293,4.72,1,0.92,1,"Entire home / Apartment","Gràcia",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,"3","1","1","2","4"
"280",945564,1432835,"Angel",41.38771,2.16493,105,4.65396035015752,1,1,3668,3,1125,3,5,5,36,36,256,4.61,0.97,0.94,1,"Entire home / Apartment","Eixample",0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0,0,0,0,"3","3","3","2","4"
"281",946122,5126902,"Francesc & Laura",41.39418,2.19319,103,4.63472898822964,1,3,3214,4,90,2,1,4,1,1,86,4.9,1,0.65,1,"Entire home / Apartment","Sant Martí",0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"2","1","1","2","4"
"282",948689,5143503,"Helen",41.38019,2.1797,90,4.49980967033027,2,2,3213,31,32,2,2,4,1,1,14,4.86,1,1,2,"Entire home / Apartment","Ciutat Vella",0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.693147180559945,0,0,0,0,0,"1","1","1","4","4"
"283",951364,396363,"Alcambarcelona",41.39288,2.15321,119,4.77912349311153,1,2,3946,2,1125,1,2,4,98,98,16,4.38,1,1,1,"Entire home / Apartment","Eixample",0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.693147180559945,0,0,0,0,0,"1","4","4","2","4"
"284",953280,396363,"Alcambarcelona",41.40096,2.16799,201,5.30330490805908,1,2,3946,2,1125,2,4,5,98,98,3,3,1,1,1,"Entire home / Apartment","Eixample",0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.38629436111989,0,0,0,0,0,"1","4","4","2","4"
"285",955321,2201772,"Dimitry",41.39116,2.19251,306,5.72358510195238,2,2,3515,7,365,3,4,6,14,14,2,5,1,0.77,2,"Entire home / Apartment","Sant Martí",1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,"1","3","3","2","4"
"286",956256,5197001,"Javier",41.37525,2.15091,113,4.72738781871234,1,3,3209,2,1125,3,3,5,2,2,275,4.76,1,0.97,1,"Entire home / Apartment","Eixample",0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,"3","2","2","2","4"
"287",957402,3099440,"Lluís",41.37104,2.15004,69,4.23410650459726,1,3,3417,3,1125,1,1,2,1,1,138,4.8,1,0.79,1,"Entire home / Apartment","Sants-Montjuïc",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"3","1","1","2","4"
"288",957657,2935086,"Noelia & Fabiola",41.37366,2.16613,120,4.78749174278205,1.5,2,3433,3,90,2,4,6,1,1,252,4.69,1,1,1,"Entire home / Apartment","Sants-Montjuïc",1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,"3","1","1","2","4"
"289",958946,5020114,"Marc",41.37905,2.16101,119,4.77912349311153,2,2,3223,6,120,3,4,4,4,4,144,4.73,1,0.99,2,"Entire condominium (condo)","Eixample",0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,"3","2","2","2","4"
"290",959089,5219447,"Sean",41.40543,2.14891,290,5.66988092298052,1,3,3207,2,1125,2,2,4,1,1,306,4.97,1,1,1,"Entire home / Apartment","Sarrià-Sant Gervasi",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.693147180559945,0,0,0,0,0,"3","1","1","2","4"
"291",961548,5236677,"Marcel I Marta",41.4042,2.15281,97,4.57471097850338,1.5,3,3206,3,1125,2,3,4,1,1,222,4.79,1,0.97,1,"Entire home / Apartment","Gràcia",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,"3","1","1","2","4"
"292",963109,4437210,"Santos",41.38059,2.17822,170,5.13579843705026,1,1,3276,3,1125,3,6,6,2,2,235,4.47,0.99,0,1,"Entire home / Apartment","Ciutat Vella",0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79175946922805,0,0,1,0,0,"3","2","2","2","4"
"293",963289,5249210,"Maria Luisa",41.38085,2.14868,106,4.66343909411207,2,2,3205,3,1125,3,3,6,1,1,404,4.84,1,1,2,"Entire home / Apartment","Eixample",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.09861228866811,0,0,0,0,0,"3","1","1","2","4"
"294",965681,5170597,"SamFlat",41.38531,2.16175,105,4.65396035015752,3,1,3211,3,60,3,5,6,5,5,164,4.34,0.97,1,3,"Entire home / Apartment","Eixample",0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0,0,0,0,"3","2","2","2","4"
"295",965712,5170597,"SamFlat",41.38334,2.16029,99,4.59511985013459,2,1,3211,3,60,3,6,6,5,5,197,4.44,0.97,1,2,"Entire home / Apartment","Eixample",0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79175946922805,0,0,0,0,0,"3","2","2","2","4"
"296",973013,5320036,"Elisenda",41.41012,2.1759,62,4.12713438504509,1.5,3,3200,5,1125,1,2,3,1,1,138,4.63,0.99,0.96,1,"Entire home / Apartment","Eixample",1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,1,1,0,"3","1","1","2","4"
